image,ALB,BET,DOL,LAG,NoF,OTHER,SHARK,YFT
img_00164.jpg,0.000517,2.3e-05,0.001672,0.000134,0.916437,0.000104,0.000113,0.081
img_00170.jpg,0.4876695,0.0043925,0.0310705,0.393252,0.015412,0.01563,0.000584,0.0519885
img_00171.jpg,0.508164,0.004701,0.013825,0.073337,0.006383,0.388282,0.005126,0.000182
img_00172.jpg,0.000463,3e-06,0.000264,5.5e-05,0.998531,8.9e-05,0.000546,4.9e-05
img_00175.jpg,0.777064,0.003565,0.009958,0.029003,0.00583,0.138469,0.0061735,0.029938
img_00180.jpg,0.0075265,0.000146,0.0003975,0.0002335,0.0415405,9.2e-05,0.000171,0.9498945
img_00196.jpg,0.138223,0.000521,0.006375,0.002774,0.537219,0.014606,0.00728,0.293002
img_00212.jpg,0.168733,0.097716,0.005302,0.124097,0.0012905,0.000451,0.000662,0.6017485
img_00223.jpg,0.8994595,0.013943,0.0198445,0.0026735,0.00218,0.044912,0.001318,0.0156695
img_00230.jpg,0.83176575,0.15431825,0.00391475,0.0009495,0.0004145,0.00524375,0.00085025,0.00254325
img_00232.jpg,0.0026605,0.0152175,0.0120805,0.001905,0.0065105,0.0027215,0.953886,0.005019
img_00244.jpg,0.577973,0.1455105,0.0010805,0.0023295,0.002679,0.0639805,0.006663,0.199785
img_00272.jpg,0.836953,0.0172315,0.1144175,0.0164905,0.0007485,0.0064675,0.0008395,0.006852
img_00280.jpg,0.5778715,0.0009225,0.007284,0.001532,0.399808,0.0041,0.0008525,0.007628
img_00282.jpg,0.510254,0.005329,0.017974,0.084205,0.007337,0.367389,0.007193,0.00032
img_00285.jpg,0.5227845,0.214479,0.001619,0.001664,0.0011975,0.0901875,0.067161,0.100907
img_00289.jpg,0.79939,0.0067755,0.0042855,0.0018365,0.170646,0.011052,0.0002975,0.005717
img_00292.jpg,0.5979025,0.1206505,0.000483,0.0014285,0.007777,0.123798,0.005288,0.142673
img_00302.jpg,0.127846,0.017613,0.004754,0.002427,0.0076785,0.195289,0.5759275,0.068466
img_00311.jpg,0.9991135,0.0001085,5.35e-05,0.0001295,0.0001385,3.2e-05,1.05e-05,0.0004135
img_00320.jpg,0.991545,0.0031425,0.0005685,0.000185,0.0009215,0.002288,0.0008055,0.000544
img_00331.jpg,0.7392335,0.0125835,0.000994,0.0033215,0.021485,0.1197105,0.0965285,0.0061445
img_00358.jpg,0.0553735,0.40938,0.002993,0.012683,0.003461,0.4074055,0.029095,0.0796095
img_00374.jpg,0.6556325,0.032141,0.0023155,0.000639,0.000382,0.0051365,0.0010815,0.3026715
img_00375.jpg,0.2827075,0.042304,0.1514025,0.0295865,0.092479,0.396787,0.0024655,0.002268
img_00376.jpg,0.903177,0.0216405,0.0040725,0.0043815,0.011724,0.0053605,0.0464685,0.0031755
img_00380.jpg,0.958359,0.001296,0.033761,0.0008765,0.0026595,0.0019155,0.0008135,0.000319
img_00383.jpg,0.9958505,0.0018355,0.0001535,0.000211,0.001308,0.000164,4.95e-05,0.000428
img_00398.jpg,0.899653,0.026242,0.0014125,0.0014635,0.0418905,0.0082775,0.0153745,0.005687
img_00407.jpg,0.940818333333333,0.005267,0.008118,0.020696,0.00169,0.0202283333333333,0.000704333333333333,0.00247866666666667
img_00417.jpg,0.0436375,0.0297955,0.001006,0.0136695,0.00056,0.000122,0.0010945,0.910115
img_00432.jpg,0.8669465,0.0023115,0.015692,0.0047385,0.0315355,0.0594345,0.0059455,0.0133965
img_00442.jpg,2e-06,0.000137,0.000342,1e-05,5.5e-06,3.85e-05,2.8e-05,0.9994365
img_00446.jpg,0.86907,0.0279435,0.000746,0.004169,0.031472,0.0177955,0.014369,0.034435
img_00469.jpg,0.658201,0.017451,0.0033515,0.0386025,0.0067335,0.016142,0.010617,0.2489015
img_00473.jpg,0.8765725,0.001918,0.0010295,0.0001675,0.010724,0.002568,0.0001485,0.10687
img_00483.jpg,0.995827,0.000158,1.2e-05,8e-06,0.000916,1.3e-05,6.6e-05,0.002999
img_00484.jpg,0.104109,0.0190965,0.004635,0.003481,0.006523,0.0021975,0.0258565,0.834101
img_00486.jpg,0.594276,0.1227195,0.172754,0.080684,0.001214,0.0144385,0.0071525,0.0067615
img_00487.jpg,0.000227,2e-06,0.000105,8.4e-05,0.996336,1.2e-05,0.00018,0.003055
img_00493.jpg,0.275164,0.001434,0.100025,0.078927,0.377414,0.132352,0.009819,0.024864
img_00518.jpg,0.951935,0.0001055,0.0142085,0.0002635,0.0146005,0.001046,0.0018955,0.015946
img_00533.jpg,0.0892395,0.177028,0.022772,0.0129665,0.002267,0.1643425,0.0751215,0.456263
img_00538.jpg,0.886933,0.025798,0.000986,0.00430633333333333,0.000893666666666667,0.0183066666666667,0.00219633333333333,0.0605803333333333
img_00543.jpg,0.999618,7.1e-05,8e-06,1.75e-05,6.7e-05,1.25e-05,4e-06,0.000202
img_00550.jpg,0.686766,0.009435,0.017223,0.0062595,0.0376445,0.2182315,0.0086095,0.0158305
img_00551.jpg,0.761559,0.0010115,0.0022605,0.003006,0.005621,0.061748,0.001568,0.163226
img_00564.jpg,0.000169,2e-06,0.000214,8.9e-05,0.999278,0.00017,6.3e-05,1.6e-05
img_00575.jpg,0.768761,0.008295,0.0013045,0.00259,0.0064725,0.018112,0.090411,0.104054
img_00582.jpg,0.143211,0.083013,0.001662,0.00363,0.011995,0.613773,0.086435,0.05628
img_00584.jpg,0.61318,0.0006145,0.0296195,0.001366,0.3441665,0.0020585,0.0010955,0.0078995
img_00587.jpg,0.338052,0.165945,0.0009825,0.005186,0.0013205,0.0797725,0.000451,0.4082895
img_00590.jpg,0.0227185,0.040468,0.0006905,0.001022,0.000664,0.000646,0.000612,0.933179
img_00591.jpg,0.0421035,0.0196685,0.0015885,0.000565,0.002311,0.008097,0.00757,0.9180955
img_00598.jpg,0.857217333333333,0.022633,0.00461533333333333,0.020334,0.005298,0.0255526666666667,0.0142106666666667,0.0501386666666667
img_00599.jpg,0.7824715,0.0192735,0.002233,0.0032765,0.001665,0.006809,0.052431,0.13184
img_00612.jpg,0.823813,0.0137185,0.0003505,0.002649,0.0003475,0.08381,0.0235985,0.0517135
img_00618.jpg,0.866167,4.3e-05,0.000605,0.000609,0.125607,0.001845,0.000141,0.004983
img_00620.jpg,0.933314,0.014629,0.009255,0.0028335,0.012056,0.014414,0.0099855,0.003514
img_00642.jpg,0.492951,0.004272,0.025871,0.45837,0.0083305,0.000807,0.0004435,0.0089555
img_00646.jpg,0.0021965,0.0113815,0.0367385,0.002348,0.0060795,0.002879,0.009912,0.928464
img_00648.jpg,0.9990115,9.35e-05,5.35e-05,0.000116,7.1e-05,2.6e-05,1.4e-05,0.000614
img_00650.jpg,0.48174,0.003924,0.001499,0.001238,0.003781,0.439459,0.0601285,0.008231
img_00654.jpg,0.7609725,0.0227945,0.0290225,0.004549,0.1482345,0.029019,0.001329,0.0040785
img_00664.jpg,0.970357,0.0037195,0.0020365,0.000452,0.010632,0.0065805,0.0034115,0.0028105
img_00667.jpg,0.050884,0.000688,0.003815,0.00224,0.461804,0.046487,0.01223,0.421851
img_00676.jpg,0.037421,0.000507,0.003382,0.000976,0.433931,0.041865,0.004648,0.47727
img_00697.jpg,0.000446,0.0002455,0.039697,0.0001835,0.0001885,0.000215,0.000715,0.958309
img_00708.jpg,0.200609,0.039118,0.002538,0.006921,0.008335,0.2191745,0.067327,0.455977
img_00716.jpg,0.3291685,0.117151,0.0123085,0.0144365,0.0251285,0.259423,0.116809,0.125575
img_00717.jpg,0.533231,0.1611825,0.0047685,0.0025845,0.002927,0.266249,0.0170485,0.0120095
img_00718.jpg,0.942937,0.0014485,0.0010185,0.001228,0.003046,0.028482,0.000521,0.0213185
img_00723.jpg,0.671952,0.026073,7e-04,0.002422,0.27385,0.010348,0.001827,0.012827
img_00724.jpg,0.324288,0.00087,0.008867,0.004959,0.062766,0.001211,0.381636,0.215403
img_00726.jpg,0.989912,0.0017305,0.000188,0.000125,0.002307,0.0002755,0.0051495,0.0003125
img_00729.jpg,0.945278,0.000234,0.001057,0.000428,0.048521,0.002862,0.001559,6.1e-05
img_00730.jpg,0.040783,0.032372,0.0002545,0.0003075,0.000196,0.0004885,0.0008025,0.924796
img_00757.jpg,0.897044,0.028071,0.020475,0.0310475,0.004136,0.0111185,0.00293,0.005178
img_00760.jpg,0.037706,0.00124,0.074654,0.85027,0.0176,0.01593,0.00148,0.001119
img_00763.jpg,0.000283,0.000162,0.001225,0.000182,0.782546,0.000107,9.5e-05,0.2154
img_00764.jpg,0.000622,0.005208,0.016796,0.000735,0.142374,0.000773,0.000332,0.833159
img_00765.jpg,0.0339865,0.0459125,0.0015165,0.0105075,0.001949,0.8590065,0.008265,0.0388565
img_00772.jpg,0.025022,0.00307,0.498693,0.001136,0.000994,0.000675,0.000429,0.469981
img_00773.jpg,0.734044,0.007691,0.19864,0.016032,0.001476,0.04099,0.000828,3e-04
img_00777.jpg,0.5209355,0.0756365,0.001147,0.0014455,0.0059155,0.3917155,0.0031135,9.1e-05
img_00780.jpg,0.01816,0.0090545,0.061765,0.002194,0.008825,0.0833335,0.029946,0.786723
img_00798.jpg,0.725488,0.06542,0.003022,0.00408,0.002639,0.080885,0.016132,0.102334
img_00808.jpg,0.8704565,0.0216,0.0173655,0.0100155,0.003299,0.051303,0.0013665,0.024594
img_00816.jpg,0.902532,0.036895,0.0098615,8.85e-05,0.001432,0.0001715,8.35e-05,0.048936
img_00828.jpg,2e-06,2e-06,0.000109,1.2e-05,0.999717,3.6e-05,4.5e-05,7.6e-05
img_00833.jpg,0.1371405,0.073498,0.0011355,0.0077245,0.010977,0.2000645,0.0833455,0.4861145
img_00837.jpg,0.984183,0.0044055,0.0002455,0.0006795,0.0045785,0.0047025,0.0001125,0.001094
img_00855.jpg,0.779354,0.00259266666666667,0.004706,0.00619433333333333,0.00129633333333333,0.00505333333333333,0.000889666666666667,0.199914
img_00857.jpg,0.942089,0.0462865,0.0013755,0.0002905,0.0014335,0.0049575,0.001553,0.0020145
img_00858.jpg,0.9895195,0.005234,3.7e-05,9.25e-05,0.0011925,0.000487,0.000688,0.002749
img_00865.jpg,0.957897,0.0249645,0.000996,0.0042465,0.000424,0.0082955,0.0014495,0.001727
img_00876.jpg,0.004284,0.000309,0.001149,0.000947,0.663812,0.026896,0.002585,0.300017
img_00889.jpg,0.005513,0.005808,0.053434,0.00319,0.00218,0.037984,0.012601,0.879291
img_00894.jpg,0.636353,0.010039,0.062003,0.103332,0.125721,0.015809,0.016912,0.02983
img_00902.jpg,0.001143,0.0178405,0.0082795,0.0011335,0.004921,0.0038705,0.9594615,0.003351
img_00914.jpg,6.4e-05,0.000765,0.0134575,0.0001085,0.0013185,0.000656,0.0001365,0.983494
img_00921.jpg,0.7367955,0.0021455,0.001201,0.002767,0.087909,0.11264,0.0147535,0.0417885
img_00927.jpg,0.1374385,0.005974,0.0004835,0.0007275,0.0013925,9e-04,0.001899,0.851185
img_00943.jpg,0.990289,0.000283,1.3e-05,1.1e-05,0.004353,3e-05,6.6e-05,0.004955
img_00948.jpg,0.550319,0.003613,0.025029,0.021506,0.279028,0.030435,0.019366,0.070705
img_00950.jpg,0.026313,0.000122,0.002354,0.000317,0.96455,0.001243,0.000197,0.004906
img_00959.jpg,0.9780085,0.000183,4.8e-05,5.8e-05,0.0166525,0.0040995,0.000512,0.0004395
img_00962.jpg,0.001782,0.011642,0.131341,0.000589,0.001381,0.0026855,0.0002055,0.850373
img_00964.jpg,0.001559,0.0207445,0.9222655,0.001475,0.000449,0.027046,0.0012525,0.025209
img_00966.jpg,0.759407,0.026963,0.000211,0.000426,0.187081,0.007299,0.003044,0.015567
img_00974.jpg,0.85128,0.0432435,0.0033195,0.005965,0.001469,0.0208675,0.0048475,0.0690075
img_00979.jpg,0.2678805,0.002517,0.1908675,0.002988,0.0005935,0.003203,0.001492,0.530459
img_00982.jpg,0.253279,0.318316,0.031134,0.002687,0.080542,0.26091,0.019378,0.033754
img_00985.jpg,0.4404625,0.19948,0.00118,0.0044775,0.0051775,0.109084,0.092675,0.147464
img_00999.jpg,0.9714975,0.0069785,0.000221,0.0003105,0.000397,0.002838,0.0004725,0.0172855
img_01022.jpg,0.8341805,0.0033135,0.005522,0.0433215,0.045739,0.0570265,0.002481,0.008416
img_01031.jpg,0.819123,0.003249,0.00546433333333333,0.00225533333333333,0.00658333333333333,0.144649,0.01144,0.00723666666666667
img_01035.jpg,0.673012,0.012904,0.0004885,0.0006635,0.0048,0.306255,0.0018495,2.8e-05
img_01043.jpg,0.502023,0.0005075,0.000401,0.001527,0.493342,0.000852,0.0012245,0.000123
img_01058.jpg,0.89183,0.002984,0.00127,0.00041,0.007314,0.000773,0.002859,0.09256
img_01059.jpg,0.261419,0.00576,0.000624,0.0005995,0.000527,0.1666795,0.005671,0.5587205
img_01090.jpg,0.615719,0.0016285,0.043464,0.002039,0.295287,0.0045045,0.009965,0.0273925
img_01102.jpg,0.443151,0.0713275,0.008792,0.0100265,0.0011195,0.000202,0.011458,0.453923
img_01103.jpg,0.62823,0.093336,0.019493,0.00772,0.001035,0.004343,0.025242,0.2206
img_01116.jpg,0.8740455,0.0858655,0.0059715,0.00416,0.0004265,0.0153725,0.0031015,0.011058
img_01134.jpg,0.834469,0.002904,0.0027445,0.0014065,0.001732,0.095944,0.0011115,0.059688
img_01142.jpg,0.959707,0.001665,0.001653,0.000973,0.004971,0.00253,0.000261,0.028241
img_01168.jpg,0.024923,0.036149,0.0007755,0.0125715,0.00863,0.909923,0.00637,0.0006585
img_01171.jpg,0.000305,0.000264,0.00244,0.000312,0.823184,0.000137,0.000169,0.173189
img_01177.jpg,0.660252,0.037017,0.039421,0.028038,0.158327,0.063182,0.0055,0.008262
img_01179.jpg,0.790367,0.0012075,0.00238,0.0058505,0.0654025,0.13111,0.0012425,0.00244
img_01188.jpg,0.0368845,0.01756,0.0013015,0.008313,0.002104,0.8996855,0.0071805,0.026971
img_01198.jpg,0.5465365,0.0029485,0.024948,0.002909,0.36105,0.0044065,0.0035155,0.053686
img_01204.jpg,0.022338,0.000991,0.00449,0.002536,0.429016,0.056564,0.017084,0.466982
img_01208.jpg,0.003621,1.6e-05,0.000626,5.9e-05,0.991958,5e-05,7.7e-05,0.003593
img_01211.jpg,0.998191,0.000876,2.05e-05,3.95e-05,0.000261,0.0002825,1.15e-05,0.0003175
img_01213.jpg,0.852232,0.005534,0.002481,0.03052,0.032994,0.065182,0.005917,0.005141
img_01222.jpg,0.3682165,0.244334,0.014353,0.1436045,0.0028425,0.04885,0.00828,0.169519
img_01224.jpg,0.223067,0.010588,0.032849,0.002565,0.0007725,0.034776,0.0018625,0.6935215
img_01237.jpg,0.068147,0.000197,0.000463,0.00044,0.905492,0.002142,0.00233,0.020789
img_01249.jpg,0.014947,0.00343,0.037365,0.022209,0.877156,0.043485,0.001397,1.2e-05
img_01253.jpg,9e-06,2.4e-05,0.0005295,4e-06,9e-06,3.65e-05,7e-06,0.999381
img_01286.jpg,0.1073755,0.0080725,0.0300875,0.0061925,0.174044,0.077942,0.006927,0.589358
img_01289.jpg,0.2755955,0.028031,0.002179,0.0010195,0.0049495,0.1043515,0.007889,0.575986
img_01325.jpg,0.062336,0.051882,0.053084,0.008976,0.662505,0.003257,0.013251,0.144709
img_01328.jpg,0.8162075,0.1201385,0.0016955,0.0105605,0.0242565,0.0171515,0.0045135,0.005476
img_01366.jpg,0.7301845,0.003078,0.0094845,0.038263,0.005124,0.192374,0.0085125,0.0129795
img_01371.jpg,0.944282,0.0120955,0.001416,0.0009915,0.01365,0.0081755,0.0007575,0.0186325
img_01373.jpg,0.271595,0.0066895,0.2106785,0.0190385,0.169052,0.167107,0.0029795,0.15286
img_01377.jpg,0.213528,0.000661,0.031321,0.009885,0.690658,0.014371,0.000652,0.038923
img_01379.jpg,0.902553,0.011738,0.00713,0.001692,0.0047305,0.068851,0.0005495,0.0027545
img_01384.jpg,0.644277,0.010972,0.024008,0.009023,0.071594,0.1922525,0.005772,0.0421015
img_01388.jpg,0.7843225,0.026154,0.0010405,0.000424,0.002889,0.1279515,0.0111355,0.0460825
img_01392.jpg,0.001192,0.1839345,0.572754,0.002698,0.0015855,0.0330715,0.0017355,0.203029
img_01399.jpg,0.0141045,0.8131145,0.027717,0.0008725,0.0029255,0.0285735,0.001124,0.1115685
img_01404.jpg,0.905388,0.0087285,0.0032775,0.0335155,0.000587,0.023715,0.0008975,0.02389
img_01405.jpg,0.87944,0.006673,0.000419,0.001059,0.00224,0.10586,0.004058,0.000252
img_01413.jpg,0.948064,0.0019795,0.0007345,0.0075765,0.0296075,0.0109935,0.000472,0.0005715
img_01426.jpg,0.017076,0.576524,0.0070405,0.037831,0.007988,0.012195,0.3241595,0.017185
img_01431.jpg,0.036458,0.002045,0.027856,0.910609,0.016937,0.003825,0.00149,0.00078
img_01441.jpg,0.000239,0.001075,0.0040325,0.00016,0.000457,0.0032735,0.0091965,0.9815665
img_01444.jpg,0.380232,0.047439,0.0013665,0.0021015,0.001263,0.0684665,0.0092385,0.4898935
img_01490.jpg,0.003927,0.001382,0.160898,0.000762,0.0003445,0.000865,0.000226,0.831596
img_01495.jpg,0.580641,0.271283,0.025684,0.006024,0.004195,0.010622,0.008655,0.0928965
img_01505.jpg,0.009685,0.000365,0.002055,0.001169,0.387619,0.036407,0.005717,0.556982
img_01511.jpg,0.9144495,0.041834,0.0108445,0.002211,0.003733,0.0246245,0.0011245,0.0011785
img_01519.jpg,0.218115,0.08849,0.007697,0.04339,0.014212,0.262412,0.3482585,0.0174255
img_01530.jpg,0.814783,0.0076395,0.0041295,0.022759,0.130592,0.016406,0.001964,0.0017275
img_01537.jpg,0.876945,0.0082995,0.0091805,0.0008145,0.0054665,0.0465585,0.008487,0.044248
img_01538.jpg,0.7324365,0.039274,0.0081665,0.0045685,0.0028105,0.14209,0.0571775,0.013477
img_01541.jpg,3.2e-05,1.6e-05,0.000266,5.3e-05,0.997985,0.000271,0.000109,0.001269
img_01543.jpg,0.982481,0.000447,0.0019585,0.0003055,0.0020295,0.000303,0.0007445,0.011731
img_01548.jpg,0.9970165,0.0008085,0.0001825,8.4e-05,0.000411,0.0001675,0.000318,0.001012
img_01552.jpg,0.9917425,0.000861,0.0008655,0.0001295,0.00046,0.0016735,0.0010645,0.003203
img_01561.jpg,0.000209,4e-06,0.000224,2.4e-05,0.999223,0.000104,2.1e-05,0.000191
img_01562.jpg,0.531659,0.01051,0.000374,0.0010665,0.000192,0.0011945,0.083843,0.3711625
img_01571.jpg,0.906277,0.091163,0.0002335,0.0002005,0.000686,0.000241,0.0004125,0.000787
img_01593.jpg,0.4527085,0.343917,0.002495,0.0065345,0.0076605,0.032048,0.005844,0.1487925
img_01595.jpg,0.00031,0.000371,0.0031,0.000199,0.98602,0.000829,0.001792,0.007378
img_01616.jpg,0.9771675,0.0035725,0.000966,0.000189,0.001323,0.0075135,0.0081645,0.0011045
img_01618.jpg,0.9650575,0.0050105,0.000329,0.0009515,0.004387,0.019239,0.0021195,0.0029065
img_01627.jpg,0.9690305,0.02324725,0.000314,0.00023175,0.00012375,0.00612525,0.00012725,0.00079975
img_01632.jpg,0.97437,0.002565,0.002958,0.000128,0.012644,0.000584,0.000186,0.006566
img_01633.jpg,0.6690415,0.0307285,0.0005425,0.003004,0.0010145,0.256726,0.006751,0.032192
img_01640.jpg,0.9992485,5.45e-05,3.05e-05,5.85e-05,7.15e-05,1.15e-05,8.5e-06,0.0005155
img_01646.jpg,0.980437,0.0029655,0.0006935,0.001858,0.000399,0.001816,0.0093735,0.0024575
img_01647.jpg,0.641244,0.002287,0.000382,0.000315,0.35402,0.000111,0.000727,0.000915
img_01649.jpg,0.8589825,0.0209405,0.022375,0.018535,0.0121345,0.014955,0.0233695,0.0287085
img_01657.jpg,9.9e-05,0.0012145,0.616287,0.0005355,0.0014955,5.8e-05,0.0002005,0.3801105
img_01669.jpg,0.031393,0.003075,0.026021,0.918955,0.011238,0.006785,0.001473,0.001061
img_01673.jpg,0.513012,0.003387,0.005418,0.002649,0.429668,0.024135,0.001062,0.020668
img_01681.jpg,0.3109545,0.0040395,0.0022355,0.000327,0.001986,0.0003125,0.0009065,0.6792375
img_01684.jpg,0.955038333333333,0.0136626666666667,0.000862333333333333,0.00542366666666667,0.00190533333333333,0.0106646666666667,0.000908,0.0115346666666667
img_01685.jpg,0.612016,0.007869,0.057199,0.006163,0.159279,0.142017,0.008297,0.007161
img_01687.jpg,0.6873925,0.023098,0.000459,0.0004405,0.000659,0.001531,0.001219,0.2852005
img_01688.jpg,0.233134,0.015808,0.0020325,0.0011165,0.009971,0.1545975,0.011438,0.5719025
img_01689.jpg,7.1e-05,0.003854,0.02987,0.0008925,0.0135775,0.30484,0.0075755,0.6393195
img_01716.jpg,8.2e-05,6e-06,0.000218,3.6e-05,0.998402,0.000145,0.00011,0.001001
img_01717.jpg,0.743176,0.029294,0.000748,0.002094,0.205859,0.00844,0.001515,0.008875
img_01724.jpg,0.8068095,0.0015795,0.0189035,0.0011385,0.014467,0.1237125,0.0114525,0.0219375
img_01745.jpg,0.9123375,0.002393,0.0653245,0.0059045,0.005034,0.0047205,0.001267,0.003019
img_01771.jpg,0.979294,0.0010475,0.005783,0.002336,0.0002925,0.006922,0.001474,0.0028505
img_01773.jpg,0.666178,0.014498,0.0003745,0.001244,0.0003475,0.0028345,0.0642795,0.250245
img_01781.jpg,0.083082,0.00564,0.008848,0.057864,0.575348,0.265962,0.001428,0.001828
img_01782.jpg,0.00271,0.000112,0.000629,6.1e-05,0.990302,0.000757,0.000558,0.004872
img_01802.jpg,0.352807,0.019128,0.004659,0.002515,0.443995,0.077014,0.00193,0.097952
img_01803.jpg,0.001319,0.135312,0.78847,0.003158,0.002322,0.046175,0.003634,0.019611
img_01824.jpg,0.7095145,0.010605,0.0005185,0.002188,0.000679,0.2424675,0.009049,0.02498
img_01825.jpg,0.017507,0.775071,0.091129,0.002148,0.071885,0.00377,0.003775,0.034716
img_01831.jpg,0.5170825,0.0045035,0.0165845,0.3718545,0.0059855,0.0181235,0.000492,0.065373
img_01834.jpg,0.220991,0.016479,0.067108,0.00541,0.001016,0.0415285,0.003791,0.6436775
img_01847.jpg,0.0070315,0.062361,0.0012795,0.0007835,0.000714,0.028204,0.000654,0.8989715
img_01853.jpg,0.120028,0.0076405,0.0005505,0.0009085,0.001663,0.00129,0.001538,0.866381
img_01856.jpg,0.99055,3.3e-05,3.4e-05,1.2e-05,0.000958,0.001195,9.8e-05,0.00712
img_01860.jpg,0.9045185,0.038962,0.003271,0.0047625,0.0124555,0.0234165,0.0119665,0.000648
img_01862.jpg,0.878558,0.000553,0.026925,0.001079,0.017755,0.065318,0.000636,0.009174
img_01874.jpg,0.5682625,0.0165295,0.0003865,0.002393,0.051905,0.286916,0.055186,0.018422
img_01888.jpg,0.0393195,0.034274,0.002232,0.014953,0.002338,0.894769,0.0040965,0.0080175
img_01918.jpg,0.085843,0.0050105,0.120922,0.71942,0.0076645,0.0063115,0.0093135,0.0455135
img_01930.jpg,0.936563,0.0035945,0.0407335,0.000809,0.002825,0.013366,0.0019615,0.0001475
img_01932.jpg,0.6162635,0.0202915,0.0046765,0.064256,0.005555,0.010957,0.017297,0.260704
img_01955.jpg,6.8e-05,1.1e-05,0.000111,2.5e-06,1.25e-05,4e-05,1.95e-05,0.9997355
img_01963.jpg,0.9937805,0.0002505,0.000377,0.000171,0.0002085,0.003174,0.000147,0.0018915
img_01966.jpg,0.8467665,0.1225495,0.0007175,0.0018535,0.000407,0.004743,0.0066855,0.0162765
img_01976.jpg,0.975633,0.0051955,0.0001345,0.000169,0.0010455,0.0009495,0.0002305,0.0166415
img_01983.jpg,0.7488335,0.0036335,0.022933,0.0018825,0.2082165,0.002678,0.0004175,0.011405
img_01984.jpg,0.263398666666667,0.0233316666666667,0.00106433333333333,0.011809,0.00386966666666667,0.00725733333333333,0.000224333333333333,0.689045
img_01995.jpg,0.124081,0.094025,0.035453,0.412888,0.033992,0.135092,0.0064265,0.1580425
img_01996.jpg,0.2480315,0.00359,0.0002455,0.000594,0.002279,0.7290215,0.0051675,0.011071
img_02001.jpg,0.4257505,0.0083745,0.000703,0.004404,0.0942415,0.4243185,0.03504,0.0071675
img_02006.jpg,0.500531,0.050199,0.041259,0.258858,0.045139,0.089428,0.00617,0.008417
img_02066.jpg,0.6579995,0.0562015,0.0231985,0.010538,0.105621,0.1011655,0.013767,0.0315085
img_02074.jpg,0.9434025,0.0182835,0.002325,0.0292005,0.001718,0.001774,0.0007035,0.002593
img_02076.jpg,0.0083,0.8118675,0.0047185,0.000916,0.011591,0.0015725,0.0016965,0.1593375
img_02077.jpg,0.2566845,0.046906,0.0250255,0.4816295,0.011324,0.156102,0.021366,0.000962
img_02078.jpg,0.368802,0.00098,0.559135,0.000497,0.063836,0.000756,0.000613,0.005381
img_02082.jpg,0.167191,0.000133,0.000879,0.001167,0.754282,0.016658,0.059641,4.9e-05
